1000.0,1000.0,300.0,100.0
3001.0,3001.0,1701.1,700.5
5002.0,5002.0,3102.2,1301.0
7003.0,7003.0,4503.3,1901.5
9004.0,9004.0,5904.4,2502.0
11005.01,11005.01,7305.51,3102.5
13006.01,13006.01,8706.61,3703.0
15007.01,15007.01,10107.71,4303.5
17008.01,17008.01,11508.81,4904.0
19009.01,19009.01,12909.91,5504.5
21010.01,21010.01,14311.01,6105.01
23011.01,23011.01,15712.11,6705.51
25012.01,25012.01,17113.21,7306.01
27013.01,27013.01,18514.31,7906.51
29014.01,29014.01,19915.42,8507.01
31015.02,31015.02,21316.52,9107.51
33016.02,33016.02,22717.62,9708.01
35017.02,35017.02,24118.72,10308.51
37018.02,37018.02,25519.82,10909.01
39019.02,39019.02,26920.92,11509.51
41020.02,41020.02,28322.02,12110.01
43021.02,43021.02,29723.12,12710.51
45022.02,45022.02,31124.22,13311.01
47023.02,47023.02,32525.33,13911.51
49024.02,49024.02,33926.43,14512.01
51025.03,51025.03,35327.53,15112.51
53026.03,53026.03,36728.63,15713.01
55027.03,55027.03,38129.73,16313.51
57028.03,57028.03,39530.83,16914.01
59029.03,59029.03,40931.93,17514.51
61030.03,61030.03,42333.03,18115.02
63031.03,63031.03,43734.13,18715.52
65032.03,65032.03,45135.24,19316.02
67033.03,67033.03,46536.34,19916.52
69034.03,69034.03,47937.44,20517.02
71035.04,71035.04,49338.54,21117.52
73036.04,73036.04,50739.64,21718.02
75037.04,75037.04,52140.74,22318.52
77038.04,77038.04,53541.84,22919.02
79039.04,79039.04,54942.94,23519.52
81040.04,81040.04,56344.04,24120.02
83041.04,83041.04,57745.15,24720.52
85042.04,85042.04,59146.25,25321.02
87043.04,87043.04,60547.35,25921.52
89044.04,89044.04,61948.45,26522.02
91045.05,91045.05,63349.55,27122.52
93046.05,93046.05,64750.65,27723.02
95047.05,95047.05,66151.75,28323.52
97048.05,97048.05,67552.85,28924.02
99049.05,99049.05,68953.95,29524.52
101050.05,101050.05,70355.06,30125.03
103051.05,103051.05,71756.16,30725.53
105052.05,105052.05,73157.26,31326.03
107053.05,107053.05,74558.36,31926.53
109054.05,109054.05,75959.46,32527.03
111055.06,111055.06,77360.56,33127.53
113056.06,113056.06,78761.66,33728.03
115057.06,115057.06,80162.76,34328.53
117058.06,117058.06,81563.86,34929.03
119059.06,119059.06,82964.96,35529.53
121060.06,121060.06,84366.07,36130.03
123061.06,123061.06,85767.17,36730.53
125062.06,125062.06,87168.27,37331.03
127063.06,127063.06,88569.37,37931.53
129064.06,129064.06,89970.47,38532.03
131065.07,131065.07,91371.57,39132.53
133066.07,133066.07,92772.67,39733.03
135067.07,135067.07,94173.77,40333.53
137068.07,137068.07,95574.87,40934.03
139069.07,139069.07,96975.98,41534.53
141070.07,141070.07,98377.08,42135.04
143071.07,143071.07,99778.18,42735.54
145072.07,145072.07,101179.28,43336.04
147073.07,147073.07,102580.38,43936.54
149074.07,149074.07,103981.48,44537.04
151075.08,151075.08,105382.58,45137.54
153076.08,153076.08,106783.68,45738.04
155077.08,155077.08,108184.78,46338.54
157078.08,157078.08,109585.89,46939.04
159079.08,159079.08,110986.99,47539.54
161080.08,161080.08,112388.09,48140.04
163081.08,163081.08,113789.19,48740.54
165082.08,165082.08,115190.29,49341.04
167083.08,167083.08,116591.39,49941.54
169084.08,169084.08,117992.49,50542.04
171085.09,171085.09,119393.59,51142.54
173086.09,173086.09,120794.69,51743.04
175087.09,175087.09,122195.8,52343.54
177088.09,177088.09,123596.9,52944.04
179089.09,179089.09,124998.0,53544.54
181090.09,181090.09,126399.1,54145.05
183091.09,183091.09,127800.2,54745.55
185092.09,185092.09,129201.3,55346.05
187093.09,187093.09,130602.4,55946.55
189094.09,189094.09,132003.5,56547.05
191095.1,191095.1,133404.6,57147.55
193096.1,193096.1,134805.71,57748.05
195097.1,195097.1,136206.81,58348.55
197098.1,197098.1,137607.91,58949.05
199099.1,199099.1,139009.01,59549.55
201100.1,201100.1,140410.11,60150.05
203101.1,203101.1,141811.21,60750.55
205102.1,205102.1,143212.31,61351.05
207103.1,207103.1,144613.41,61951.55
209104.1,209104.1,146014.51,62552.05
211105.11,211105.11,147415.62,63152.55
213106.11,213106.11,148816.72,63753.05
215107.11,215107.11,150217.82,64353.55
217108.11,217108.11,151618.92,64954.05
219109.11,219109.11,153020.02,65554.55
221110.11,221110.11,154421.12,66155.06
223111.11,223111.11,155822.22,66755.56
225112.11,225112.11,157223.32,67356.06
227113.11,227113.11,158624.42,67956.56
229114.11,229114.11,160025.53,68557.06
231115.12,231115.12,161426.63,69157.56
233116.12,233116.12,162827.73,69758.06
235117.12,235117.12,164228.83,70358.56
237118.12,237118.12,165629.93,70959.06
239119.12,239119.12,167031.03,71559.56
241120.12,241120.12,168432.13,72160.06
243121.12,243121.12,169833.23,72760.56
245122.12,245122.12,171234.33,73361.06
247123.12,247123.12,172635.44,73961.56
249124.12,249124.12,174036.54,74562.06
251125.13,251125.13,175437.64,75162.56
253126.13,253126.13,176838.74,75763.06
255127.13,255127.13,178239.84,76363.56
257128.13,257128.13,179640.94,76964.06
259129.13,259129.13,181042.04,77564.56
261130.13,261130.13,182443.14,78165.07
263131.13,263131.13,183844.24,78765.57
265132.13,265132.13,185245.35,79366.07
267133.13,267133.13,186646.45,79966.57
269134.13,269134.13,188047.55,80567.07
271135.14,271135.14,189448.65,81167.57
273136.14,273136.14,190849.75,81768.07
275137.14,275137.14,192250.85,82368.57
277138.14,277138.14,193651.95,82969.07
279139.14,279139.14,195053.05,83569.57
281140.14,281140.14,196454.15,84170.07
283141.14,283141.14,197855.26,84770.57
285142.14,285142.14,199256.36,85371.07
287143.14,287143.14,200657.46,85971.57
289144.14,289144.14,202058.56,86572.07
291145.15,291145.15,203459.66,87172.57
293146.15,293146.15,204860.76,87773.07
295147.15,295147.15,206261.86,88373.57
297148.15,297148.15,207662.96,88974.07
299149.15,299149.15,209064.06,89574.57
301150.15,301150.15,210465.17,90175.08
303151.15,303151.15,211866.27,90775.58
305152.15,305152.15,213267.37,91376.08
307153.15,307153.15,214668.47,91976.58
309154.15,309154.15,216069.57,92577.08
311155.16,311155.16,217470.67,93177.58
313156.16,313156.16,218871.77,93778.08
315157.16,315157.16,220272.87,94378.58
317158.16,317158.16,221673.97,94979.08
319159.16,319159.16,223075.08,95579.58
321160.16,321160.16,224476.18,96180.08
323161.16,323161.16,225877.28,96780.58
325162.16,325162.16,227278.38,97381.08
327163.16,327163.16,228679.48,97981.58
329164.16,329164.16,230080.58,98582.08
331165.17,331165.17,231481.68,99182.58
333166.17,333166.17,232882.78,99783.08
335167.17,335167.17,234283.88,100383.58
337168.17,337168.17,235684.98,100984.08
339169.17,339169.17,237086.09,101584.58
341170.17,341170.17,238487.19,102185.09
343171.17,343171.17,239888.29,102785.59
345172.17,345172.17,241289.39,103386.09
347173.17,347173.17,242690.49,103986.59
349174.17,349174.17,244091.59,104587.09
351175.18,351175.18,245492.69,105187.59
353176.18,353176.18,246893.79,105788.09
355177.18,355177.18,248294.89,106388.59
357178.18,357178.18,249696.0,106989.09
359179.18,359179.18,251097.1,107589.59
361180.18,361180.18,252498.2,108190.09
363181.18,363181.18,253899.3,108790.59
365182.18,365182.18,255300.4,109391.09
367183.18,367183.18,256701.5,109991.59
369184.18,369184.18,258102.6,110592.09
371185.19,371185.19,259503.7,111192.59
373186.19,373186.19,260904.8,111793.09
375187.19,375187.19,262305.91,112393.59
377188.19,377188.19,263707.01,112994.09
379189.19,379189.19,265108.11,113594.59
381190.19,381190.19,266509.21,114195.1
383191.19,383191.19,267910.31,114795.6
385192.19,385192.19,269311.41,115396.1
387193.19,387193.19,270712.51,115996.6
389194.19,389194.19,272113.61,116597.1
391195.2,391195.2,273514.71,117197.6
393196.2,393196.2,274915.82,117798.1
395197.2,395197.2,276316.92,118398.6
397198.2,397198.2,277718.02,118999.1
399199.2,399199.2,279119.12,119599.6
401200.2,401200.2,280520.22,120200.1
403201.2,403201.2,281921.32,120800.6
405202.2,405202.2,283322.42,121401.1
407203.2,407203.2,284723.52,122001.6
409204.2,409204.2,286124.62,122602.1
411205.21,411205.21,287525.73,123202.6
413206.21,413206.21,288926.83,123803.1
415207.21,415207.21,290327.93,124403.6
417208.21,417208.21,291729.03,125004.1
419209.21,419209.21,293130.13,125604.6
421210.21,421210.21,294531.23,126205.11
423211.21,423211.21,295932.33,126805.61
425212.21,425212.21,297333.43,127406.11
427213.21,427213.21,298734.53,128006.61
429214.21,429214.21,300135.64,128607.11
431215.22,431215.22,301536.74,129207.61
433216.22,433216.22,302937.84,129808.11
435217.22,435217.22,304338.94,130408.61
437218.22,437218.22,305740.04,131009.11
439219.22,439219.22,307141.14,131609.61
441220.22,441220.22,308542.24,132210.11
443221.22,443221.22,309943.34,132810.61
445222.22,445222.22,311344.44,133411.11
447223.22,447223.22,312745.55,134011.61
449224.22,449224.22,314146.65,134612.11
451225.23,451225.23,315547.75,135212.61
453226.23,453226.23,316948.85,135813.11
455227.23,455227.23,318349.95,136413.61
457228.23,457228.23,319751.05,137014.11
459229.23,459229.23,321152.15,137614.61
461230.23,461230.23,322553.25,138215.12
463231.23,463231.23,323954.35,138815.62
465232.23,465232.23,325355.46,139416.12
467233.23,467233.23,326756.56,140016.62
469234.23,469234.23,328157.66,140617.12
471235.24,471235.24,329558.76,141217.62
473236.24,473236.24,330959.86,141818.12
475237.24,475237.24,332360.96,142418.62
477238.24,477238.24,333762.06,143019.12
479239.24,479239.24,335163.16,143619.62
481240.24,481240.24,336564.26,144220.12
483241.24,483241.24,337965.37,144820.62
485242.24,485242.24,339366.47,145421.12
487243.24,487243.24,340767.57,146021.62
489244.24,489244.24,342168.67,146622.12
491245.25,491245.25,343569.77,147222.62
493246.25,493246.25,344970.87,147823.12
495247.25,495247.25,346371.97,148423.62
497248.25,497248.25,347773.07,149024.12
499249.25,499249.25,349174.17,149624.62
501250.25,501250.25,350575.28,150225.13
503251.25,503251.25,351976.38,150825.63
505252.25,505252.25,353377.48,151426.13
507253.25,507253.25,354778.58,152026.63
509254.25,509254.25,356179.68,152627.13
511255.26,511255.26,357580.78,153227.63
513256.26,513256.26,358981.88,153828.13
515257.26,515257.26,360382.98,154428.63
517258.26,517258.26,361784.08,155029.13
519259.26,519259.26,363185.19,155629.63
521260.26,521260.26,364586.29,156230.13
523261.26,523261.26,365987.39,156830.63
525262.26,525262.26,367388.49,157431.13
527263.26,527263.26,368789.59,158031.63
529264.26,529264.26,370190.69,158632.13
531265.27,531265.27,371591.79,159232.63
533266.27,533266.27,372992.89,159833.13
535267.27,535267.27,374393.99,160433.63
537268.27,537268.27,375795.1,161034.13
539269.27,539269.27,377196.2,161634.63
541270.27,541270.27,378597.3,162235.14
543271.27,543271.27,379998.4,162835.64
545272.27,545272.27,381399.5,163436.14
547273.27,547273.27,382800.6,164036.64
549274.27,549274.27,384201.7,164637.14
551275.28,551275.28,385602.8,165237.64
553276.28,553276.28,387003.9,165838.14
555277.28,555277.28,388405.01,166438.64
557278.28,557278.28,389806.11,167039.14
559279.28,559279.28,391207.21,167639.64
561280.28,561280.28,392608.31,168240.14
563281.28,563281.28,394009.41,168840.64
565282.28,565282.28,395410.51,169441.14
567283.28,567283.28,396811.61,170041.64
569284.28,569284.28,398212.71,170642.14
571285.29,571285.29,399613.81,171242.64
573286.29,573286.29,401014.91,171843.14
575287.29,575287.29,402416.02,172443.64
577288.29,577288.29,403817.12,173044.14
579289.29,579289.29,405218.22,173644.64
581290.29,581290.29,406619.32,174245.15
583291.29,583291.29,408020.42,174845.65
585292.29,585292.29,409421.52,175446.15
587293.29,587293.29,410822.62,176046.65
589294.29,589294.29,412223.72,176647.15
591295.3,591295.3,413624.82,177247.65
593296.3,593296.3,415025.93,177848.15
595297.3,595297.3,416427.03,178448.65
597298.3,597298.3,417828.13,179049.15
599299.3,599299.3,419229.23,179649.65
601300.3,601300.3,420630.33,180250.15
603301.3,603301.3,422031.43,180850.65
605302.3,605302.3,423432.53,181451.15
607303.3,607303.3,424833.63,182051.65
609304.3,609304.3,426234.73,182652.15
611305.31,611305.31,427635.84,183252.65
613306.31,613306.31,429036.94,183853.15
615307.31,615307.31,430438.04,184453.65
617308.31,617308.31,431839.14,185054.15
619309.31,619309.31,433240.24,185654.65
621310.31,621310.31,434641.34,186255.16
623311.31,623311.31,436042.44,186855.66
625312.31,625312.31,437443.54,187456.16
627313.31,627313.31,438844.64,188056.66
629314.31,629314.31,440245.75,188657.16
631315.32,631315.32,441646.85,189257.66
633316.32,633316.32,443047.95,189858.16
635317.32,635317.32,444449.05,190458.66
637318.32,637318.32,445850.15,191059.16
639319.32,639319.32,447251.25,191659.66
641320.32,641320.32,448652.35,192260.16
643321.32,643321.32,450053.45,192860.66
645322.32,645322.32,451454.55,193461.16
647323.32,647323.32,452855.66,194061.66
649324.32,649324.32,454256.76,194662.16
651325.33,651325.33,455657.86,195262.66
653326.33,653326.33,457058.96,195863.16
655327.33,655327.33,458460.06,196463.66
657328.33,657328.33,459861.16,197064.16
659329.33,659329.33,461262.26,197664.66
661330.33,661330.33,462663.36,198265.17
663331.33,663331.33,464064.46,198865.67
665332.33,665332.33,465465.57,199466.17
667333.33,667333.33,466866.67,200066.67
669334.33,669334.33,468267.77,200667.17
671335.34,671335.34,469668.87,201267.67
673336.34,673336.34,471069.97,201868.17
675337.34,675337.34,472471.07,202468.67
677338.34,677338.34,473872.17,203069.17
679339.34,679339.34,475273.27,203669.67
681340.34,681340.34,476674.37,204270.17
683341.34,683341.34,478075.48,204870.67
685342.34,685342.34,479476.58,205471.17
687343.34,687343.34,480877.68,206071.67
689344.34,689344.34,482278.78,206672.17
691345.35,691345.35,483679.88,207272.67
693346.35,693346.35,485080.98,207873.17
695347.35,695347.35,486482.08,208473.67
697348.35,697348.35,487883.18,209074.17
699349.35,699349.35,489284.28,209674.67
701350.35,701350.35,490685.39,210275.18
703351.35,703351.35,492086.49,210875.68
705352.35,705352.35,493487.59,211476.18
707353.35,707353.35,494888.69,212076.68
709354.35,709354.35,496289.79,212677.18
711355.36,711355.36,497690.89,213277.68
713356.36,713356.36,499091.99,213878.18
715357.36,715357.36,500493.09,214478.68
717358.36,717358.36,501894.19,215079.18
719359.36,719359.36,503295.3,215679.68
721360.36,721360.36,504696.4,216280.18
723361.36,723361.36,506097.5,216880.68
725362.36,725362.36,507498.6,217481.18
727363.36,727363.36,508899.7,218081.68
729364.36,729364.36,510300.8,218682.18
731365.37,731365.37,511701.9,219282.68
733366.37,733366.37,513103.0,219883.18
735367.37,735367.37,514504.1,220483.68
737368.37,737368.37,515905.21,221084.18
739369.37,739369.37,517306.31,221684.68
741370.37,741370.37,518707.41,222285.19
743371.37,743371.37,520108.51,222885.69
745372.37,745372.37,521509.61,223486.19
747373.37,747373.37,522910.71,224086.69
749374.37,749374.37,524311.81,224687.19
751375.38,751375.38,525712.91,225287.69
753376.38,753376.38,527114.01,225888.19
755377.38,755377.38,528515.12,226488.69
757378.38,757378.38,529916.22,227089.19
759379.38,759379.38,531317.32,227689.69
761380.38,761380.38,532718.42,228290.19
763381.38,763381.38,534119.52,228890.69
765382.38,765382.38,535520.62,229491.19
767383.38,767383.38,536921.72,230091.69
769384.38,769384.38,538322.82,230692.19
771385.39,771385.39,539723.92,231292.69
773386.39,773386.39,541125.03,231893.19
775387.39,775387.39,542526.13,232493.69
777388.39,777388.39,543927.23,233094.19
779389.39,779389.39,545328.33,233694.69
781390.39,781390.39,546729.43,234295.2
783391.39,783391.39,548130.53,234895.7
785392.39,785392.39,549531.63,235496.2
787393.39,787393.39,550932.73,236096.7
789394.39,789394.39,552333.83,236697.2
791395.4,791395.4,553734.93,237297.7
793396.4,793396.4,555136.04,237898.2
795397.4,795397.4,556537.14,238498.7
797398.4,797398.4,557938.24,239099.2
799399.4,799399.4,559339.34,239699.7
